-;Наименование полное;Метка;Оригинальный номер;Номер производителя;Фирма производитель;Склад / раздел;Количество;Остаток;Резерв;Доступно;опт интернет
False;Опора шаровая Sonata 10-, Grandeur 11-, Santa Fe 12-, Ceed 12- Gmb;;01110220;01110220;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;1493,8
False;Опора шаровая передняя нижняя  Daewoo Nexia Gmb;;90375505ARM,94786917;0112-0010;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;825
False;Опора шаровая нижняя LH=RH Hyhdai Accent/Getz Gmb;;5453025000;01100085;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;591,84
False;Опора шаровая переднего верхнего рычага Sonata (ТагАЗ), Optima 00-05 Gmb;;54403-38A00;0110-0110;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;594,92
False;Опора шаровая передняя нижняя Sonata V Gmb 01100115;;5176038000;01100115;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;798,44
False;Подшипник передней ступицы Lancer X, Outlander XL, Dodge Caliber 06-, Chrysler Sebring 07- Gmb;;3885A017;GH043071E;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;3761,3
False;Подшипник ступицы передней Solaris, Accent, Getz, Rio, Picanto 10-14 (без ABS) Gmb;;517201C000;GH038021;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;2521,1
False;Ремень поликлиновый  7PK1935 Toyota Avensis/Camry/Rav4 GMB;;90916-02513;7PK1935;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1530,32
False;Ролик ГРМ KIA Spectra/Rio/Mazda 323 Gmb;;B66012700F;GT20050;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1268
False;Ролик ГРМ KIA Spectra/Rio/Shuma/Mazda 323  Gmb;;B660-12-730C;GT20060;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1171,7
False;Ролик ГРМ натяжной Matiz, Aveo, Spark 0.8/1.2, Alto, Wagon R F6A Gmb;;12810-81401,25201267;GT30010;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1236
False;Ролик ремня ГРМ Accent, Getz, Cerato, Rio 1.4/1.6 Gmb;;24410-22000;GT10022;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;
False;Ролик ремня ГРМ натяжной Hyundai Accent/Getz  GT10170;;24810-26020;GT10170;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;
False;Ролик ремня ГРМ натяжной Hyundai Sonata/Santa Fe   GT10072;;;GT10072;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;864
False;Ролик ремня ГРМ натяжной Kia Picanto/Hyundai Atos GT10240;;24410-02510;GT10240;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1002,24
False;Ролик ремня приводного Gmb;;25188374;GTA0790;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1104,56
False;Ступица передняя LH=RH (без АБС) Land Rover Discovery GMB;;LR 014147;GH23360;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;
False;Тяга рулевая передняя L=R  Hyundai Accent/Kia Rio  0810-0050;;;0810-0050;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;737,12
False;Тяга рулевая передняя правая Kia Rio-05  GMB  0811-0061;;;0811-0061;GMB;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;744,58
False;Абсорбер  бампера передний Chevrolet Cruze  GM;;95400527;95400527;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1700
False;Абсорбер бампера переднего Chevrolet Aveo T250;;96808230;96808230;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;
False;Абсорбер бампера передний Rezzo;;96262628;96262628;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1000
False;Адаптер;;;AT-1102;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1118
False;Бампер задний Chevrolet Aveo T300 GM;;96696011;96696011;GM;Склад бу;0;1;0;1;2550
False;Бампер задний Opel Astra12-16( орининальный с дефектом) GM;;13352446;13352446;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;20625
False;Бампер передний Chevrolet Aveo T300  GM;;96694757;96694757;GM;Склад бу;0;1;0;1;
False;Барабан тормозной задний в сборе со ступицей Lanos 1.5/Espero 96- (без АБС) 96193771;;96193771;96193771;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;3648,2
False;Болт крепежный Aveo T250/255 06-11, Kalos (T200) 03-08, Cruze J300/J305, Lacetti Gm;;94500773;94500773;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;3;0;3;98,48
False;Болт шестерни распредвала 10х80мм Gm;;12992403;12992403;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;484,3
False;Болт шкива коленвала Daewoo Matiz  GM;;94580133;94580133;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;214,2
False;Вилка КПП 5-й передачи Chevrolet  Aveo  GM;;96325057;96325057;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1785
False;Втулка болта шкива распредвала Astra H, Astra J, Insignia, Mokka, Signum, Vectra C, Zafira B Gm;;55556593;55556593;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;604,44
False;Втулка крепления радиатора верхняя Chevrolet Lacetti  GM;;96887037;96887037;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;4;0;4;430,78
False;Втулка опоры радиатора верхняя Chevrolet  Aveo  Gm;;96536642;96536642;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;435
False;Втулка рычага КПП Daewoo Matiz GM;;96348772;96348772;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;180
False;Втулка рычага вилки сцепления Nexia/Lanos GM  96285014;;96285014;96285014;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;104;0;104;200
False;Клипса кронштейна заднего бампера Chevrolet Cruze  GM;;09114472;09114472;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;3;0;3;128
False;Датчик стоп сигнала Daewoo Nexia/Matiz/Spark GM 94580647;;94580647;94580647;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;7;0;7;417,88
False;Заглушка бампера заднего Daewoo Matiz;;96563231;96563231;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;228
False;Заглушка болта шестерни распредвала Opel Astra  GM;;55557288;55557288;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;419,16
False;Заглушка буксировочного крюка переднего бампера Chevrolet Cruze 13 GM;;95263599;95263599;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;198,58
False;Клапан впускного коллектора Chevrolet Lacetti  GM;;96859269;96859269;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;400
False;Колпачок маслосъемный Aveo, Spark 1.0/1.2 09- Gm;;96440882;96440882;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;16;0;16;222,2
False;Колпачок маслосъемный Chevrolet Aveo/Cruze GM;;55574221;55574221;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;16;0;16;212
False;Кольцо уплотнительное трубки маслоохладителя General Motors;;55353331;55353331;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;52
False;Кронштейн  бампера заднего левый Chevrolet Aveo (T300)  GM;;95936814;95936814;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;2247,4
False;Кронштейн бампера заднего левый Aveo T250 Gm;;96648656;96648656;GM;Склад бу / ЛОКАвто;0;1;0;1;940
False;Кронштейн бампера заднего правый Aveo Gm;;96648657;96648657;GM;Склад бу / ЛОКАвто;0;1;0;1;940
False;Кронштейн бампера переднего левый  Chevrolet Aveo 11  GM;;96695218;96695218;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;591,64
False;Кронштейн бампера переднего левый  Opel Astra 04-15  GM;;24460283;24460283;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1300
False;Кронштейн датчика коленвала Chevrolet Lanos  GM;;96351257;96351257;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;600
False;Кронштейн крепления АКБ крючок М6 Daewoo Matiz  GM;;94580445;94580445;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;4;0;4;
False;Кронштейн солнцезащитного козырька левый Chevrolet Lacetti 03-13 GM;;96615802;96615802;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;3;0;3;92
False;Кронштейн фары передней левой Aveo (T300) 11- Gm;;95019921;95019921;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1380,14
False;Крыло переднее левое Chevrolet Lacetti (HB);;96474976;96474976;GM;Склад бу;0;1;0;1;1700
False;Крышка ремня ГРМ верхняя  Nexia/Lanos/Aveo 90412043;;90412043;90412043;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1666
False;Крышка ремня ГРМ верхняя Daewoo Nexia 96351626;;96351626;96351626;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1599
False;Молдинг передней правой двери Opel Astra H/ Family 04-15 GM;;24461093;24461093;GM;Склад бу;0;1;0;1;800
False;Молдинг лобового стекла Chevrolet Cruze 09-16 GM;;94571356;94571356;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;3674,3
False;Молдинг лобового стекла Daewoo Nexia GM;;96169660;96169660;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;2573,75
False;Мотор стеклоподъёмника передней правой двери Nexia/Espero GM;;96168984;96168984;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;3442,3
False;Накладка ПТФ левая Chevrolet Spark 11-15  GM;;96687007;96687007;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;260
False;Накладка фары левой Chevrolet Aveo T300 12(HB) GM;;95048781;95048781;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1902,3
False;Направляющая рулевой рейки (биноколь) Chevrolet Lanos /Daewoo Nexia GM;;90135890;90135890;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;530
False;Ободок кнопки задней двери Daewoo Matiz  GM;;96571987;96571987;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;8;0;8;
False;Окантовка  фары противотуманной левой Daewoo Nexia GM;;96193165;96193165;GM;Склад бу;0;4;0;4;240
False;Окантовка  фары противотуманной правой Daewoo Nexia GM;;96193166;96193166;GM;Склад бу;0;1;0;1;240
False;Панель крыла заднего левого  нижняя Chevrolet Cruze 09-16  GM;;95959507;95959507;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1600
False;Панель фонаря заднего правого Сhevrolet Aveo T250  GM;;96648398;96648398;GM;Склад бу / ЛОКАвто;0;1;0;1;1000
False;Патрубок системы охлаждения (пластик) Chevrolet  Lacetti GM;;96273608;96273608;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;
False;Петля капота левая Aveo Gm;;95292251;95292251;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1559,84
False;Петля капота правая Aveo T300 Gm;;95462342;95462342;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1581,24
False;Подшипник маховика (10x26x8mm)Daewoo Nexia/Matiz/Aveo GM;;94580136;94580136;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;462,04
False;Проводка (коса) двери задний левая  Chevrolet Cruze 09-16;;95488116;95488116;GM;Склад бу;0;1;0;1;1600
False;Прокладка корпуса термостата Chevrolet Cruze/Aveo/Opel Astra  GM;;55578957;55578957;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;
False;Прокладка корпуса фильтра масляного Astra H/J, Insignia, Signum, Vectra C, Zafira Gm;;25199750;25199750;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1430
False;Прокладка корпуса фильтра масляного Astra, Cruze, Aveo Gm;;55353319;55353319;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;658
False;Прокладка корпуса фильтра масляного Astra, Cruze, Aveo Gm;;55353321;55353321;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;676
False;Прокладка патрубка маслоохладителя General Motors;;24445723;24445723;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;140
False;Резинка крепления глушителя Chevrolet Aveo GM;;96181437;96181437;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;3;0;3;304
False;Реле универсальное Chevrolet Cruze/Opel Astra  GM;;13500114;13500114;GM;Склад бу;0;1;0;1;164
False;Ремень поликлиновый 5PK970 Daewoo Nexia/Chevrolet Lanos 96144933;;96144933;96144933;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1240
False;Решетка бампера переднего нижняя Chevrolet Aveo T250;;96813737;96813737;GM;Склад бу;0;1;0;1;
False;Решетка воздухозаборника правая Chevrolet Lacetti  Gm;;96544354;96544354;GM;Склад бу;0;1;0;1;1688,05
False;Ручка двери внутренняя Daewoo Nexia GM;;96163091;96163091;GM;Склад бу;0;1;0;1;240
False;Ручка передней правой двери наружная  Daewoo Matiz GM;;96507784;96507784;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;974
False;Ручка троса капота Chevrolet Lacetti GM;;96476594;96476594;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;912
False;Сальник  первинного вала КПП( 23x35x8) Daewoo Nexia /Chevrolet Aveo/Opel Astra  GM;;25189395;25189395;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;533,76
False;Спойлер крышки багажника(HB) Chevrolet Lacetti  GM;;96545706;96545706;GM;Склад бу;0;1;0;1;1000
False;Стекло двери правое задние  Chevrolet Cruze 43R-000054;;;43R-000054;GM;Склад бу;0;1;0;1;3625
False;Тормозная трубка передняя левая Daewoo Nexia GM90236246;;90236246;90236246;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;813,28
False;Трос лючка бензобака Chevrolet Lacetti  Gm;;96548937;96548937;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1748,45
False;Трос управления дроссельной заслонки Matiz 0.8 GM;;96316840;96316840;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1260
False;Трубка вакуумная  Daewoo Nexia 95 GM 96144037;;96144037;96144037;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;354,58
False;Уголок стекло двери задние левое Chevrolet Cruze 43R-000054;;;43R-000054;GM;Склад бу;0;1;0;1;2900
False;Уплотнитель капота Daewoo Nexia   GM;;96176241;96176241;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1802
False;Усилитель бампера передний Rezzo;;96262621;96262621;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;4350
False;Фиксатор тяги кулисы КПП  Daewoo Nexia/Chevrolet Lacetti  GM;;94530002;94530002;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;11;0;11;100,76
False;Фонарь подсветки номерного знака Daewoo Nexia N100 95-08 GM;;94580001;94580001;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;196
False;Цилиндр сцепления рабочий Daewoo Nexia/Chevrolet Lanos 96159109;;96159109;96159109;GM;Склад бу;0;1;0;1;1200
False;Штифт механизма переключения передач Daewoo Nexia/Chevrolet Lacetti  GM;;94535807;94535807;GM;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;210,96
False;Прокладка клапанной крышки Daewoo Nexia Glaser 53090;;;53090;Glaser;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;166,2
False;Бачок привода сцепления Nexia/Espero GM;;96157626;96157626;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1372
False;Болт General Motors;;94500909;94500909;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;10;0;10;129,8
False;Болт поворотного кулака передней подвески Nubira, Lacetti, Rezzo 99- Gm;;94501323;94501323;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;243,46
False;Брызговик задний левый Daewoo Matiz 00-05 96562711;;96562711;96562711;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;497,82
False;Брызговик задний правый Chevrolet Lanos 97  96277652;;96277652;96277652;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;864
False;Вилка сцепления Lanos 05-/ Nexia 95- 94580796;;94580796;94580796;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;1429,7
False;Вилка сцепления Matiz/Spark 94580193;;94580193;94580193;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1176
False;Переключатель подрулевой указателя поворотов Daewoo Nexia 96215551;;96215551;96215551;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;2627,7
False;Воздухозаборник воздушного фильтра Daewoo Nexia 95-16 96180069;;96180069;96180069;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;861,9
False;Втулка распорная блока цилиндров General Motors;;94580523;94580523;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;114,2
False;Опора амортизатора переднего Daewoo Matiz  96518121;;96518121;96518121;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;410,68
False;Датчик температуры охлаждающей жидкости Daewoo Matiz/Chevrolet Spark 93741123;;93741123;93741123;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1300
False;Датчик числа оборотов спидометра Daewoo Matiz/Chevrolet Lacetti  96190708;;96190708;96190708;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1972,58
False;Заглушка крюка буксировочного переднего Cruze Gm;;95987118;95987118;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;268,88
False;Зеркало правое  регул, обогрев, 5 контактов Chevrolet  Cruze 09 GM;;95063313;95063313;GENERAL MOTORS;Склад;0;1;0;1;2284,49
False;Зеркало правое  Matiz 01 электрическое 96571098;;;96571098;GENERAL MOTORS;Склад;0;1;0;1;3770
False;Колпак колеса R16 Chevrolet Cruze GM;;96994760;96994760;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;600
False;Кольцо топливного фильтра(7,65х1,6-2-7) Daewoo Nexia 22514722;;22514722;22514722;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;20;0;20;51,28
False;Кольцо уплотнительное General Motors;;55353328;55353328;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;24
False;Кольцо уплотнительное патрубка теплообменника 20x23 General Motors;;55556547;55556547;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;16
False;Кольцо уплотнительное черное 22х3 General Motors;;55354068;55354068;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;30
False;Корпус воздушного фильтра Daewoo Matiz 05-11  96316870;;96316870;96316870;GENERAL MOTORS;Склад;0;1;0;1;3625
False;Кронштейн АКБ верхний  Daewoo Matiz 98-05 94580458;;94580458;94580458;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;358,2
False;Кронштейн бампера заднего правый Chevrolet Cruze  GM;;94833089;94833089;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;600
False;Крышка ремня ГРМ нижняя Chevrolet Lacetti 05 96350674;;96350674;96350674;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1572,5
False;Крышка ремня ГРМ передняя Daewoo Nexia 96351031;;96351031;96351031;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;3224,31
False;Крюк буксировочный Daewoo Matiz  96518605;;96518605;96518605;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;777,64
False;Крюк буксировочный передний Chevrolet Aveo T300 11;;96682355;96682355;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1305
False;Кулак поворотный передний  правый Daewoo Nexia 14  90235942;;90235942;90235942;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;6848,24
False;Молдинг крыши левый  Daewoo Nexia 95-16  96193051;;96193051;96193051;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1626,9
False;Молдинг крыши правый Daewoo Nexia 95-16  96193052;;96193052;96193052;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1620,1
False;Накладка бампера переднего под номер Cruze 09-16 General Motors;;96832930;96832930;GENERAL MOTORS;Склад бу;0;1;0;1;1000
False;Накладка двери задней левой  Chevrolet Cruze 09-16  95492082;;95492082;95492082;GENERAL MOTORS;Склад бу;0;1;0;1;784
False;Накладка двери передней левой Chevrolet Lacetti GM;;96548098;96548098;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1000
False;Накладка двери передней левой Opel  Mokka GM;;95275365;95275365;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;800
False;Накладка зеркала левого  Daewoo Matiz 98 96316107;;96316107;96316107;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;750
False;Накладка зеркала правого Daewoo Matiz 98  96316108;;96316108;96316108;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;746,88
False;Накладка педали сцепления и тормоза Daewoo Nexia 94580532;;94580532;94580532;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;5;0;5;192,52
False;Накладка передней правой фары Rezzo 04- 96399874;;96399874;96399874;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1599,98
False;Обшивка багажника правая задняя Daewoo Nexia 96216660;;96216660;96216660;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1600
False;Опора амортизатора заднего Chevrolet Lacett  96407217;;96407217;96407217;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;2275,57
False;Патрубок воздушного фильтра Daewoo Nexia (гофра) GM 96143380;;;96143380;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1162
False;Патрубок корпуса воздушного фильтра Daewoo Nexia GM 96143222;;;96143222;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1174
False;Подшипник опоры  амортизатора переднего LH=RH Chevrolet Lacetti 03-08;;94535236;94535236;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;926
False;Шестерня спидометра Nexia/Lanos/Lacetti/Aveo/Rezzo 90375764;;90375764;90375764;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;628,68
False;Прокладка клапанной крышки Chevrolet Aveo T350 96440309;;96440309;96440309;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;500
False;Прокладка клапанной крышки Chevrolet Cruze GM Z18XER;;55354237;55354237;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1156,32
False;Пыльник амортизатора заднего Chevrolet Lacetti 04-13 96561749;;96561749;96561749;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;665,06
False;Резонатор воздушного фильтра Daewoo Nexia  96143223;;96143223;96143223;GENERAL MOTORS;Склад;0;1;0;1;2900
False;Резонатор воздушного фильтра Daewoo Nexia Sohc/Chevrolet Lanos GM;;96143828;96143828;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1318
False;Реле указателя поворота 12 В 1.5 А Gm;;96190189;96190189;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;583
False;Ремень ГРМ Chevrolet Lacetti/Cruze/Daewoo   96814098;;96814098;96814098;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;2509,51
False;Ремень поликлиновый 4PK954 Daewoo Matiz/Chevrolet Spark 96603461;;96603461;96603461;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;539,28
False;Рычаг вилки сцепления Aveo (T200) 03-08 Gm;;96144874;96144874;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1439,66
False;Рычаг передний левый продольный Daewoo Matiz 01-15  96322766;;96322766;96322766;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;2927,48
False;Упор капота  Daewoo Nexia 95-16  96162093;;96162093;96162093;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;608,16
False;Фонарь левый Spark 96590413;;96590413;96590413;GENERAL MOTORS;Склад;0;1;0;1;2900
False;"Эмблема крышки багажника ""Chevrolet"" GM";;96547061;96547061;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;800
False;Эмблема решетки радиатора и багажника Daewoo Nexia 94-16 96209264;;96209264;96209264;GENERAL MOTORS;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;537,52
False;Бампер задней нижней части (под парктроник) Geely Atlas Pro 21-;;6600064487;6600064487;GEELY;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;
False;Бампер задний верхняя часть Geely Coolray 20-;;6600247097;6600247097;GEELY;Склад бу;0;1;0;1;
False;Дефлектор радиатора левый нижний Geely Atlas FX11;;5030071300;5030071300;GEELY;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;
